Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying?,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3),Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  .1,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?",Which of these factors would most motivate you to apply for a position at the organisation?,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?,questions_answered,completion_percentage,completion_category
239,2025-09-23 11:46:42,2025-09-23 11:48:52,Complete,English,1758599137_68d217e1d64c15.06222282,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,,Work-life balance and culture,Application and interview process,,,8.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
240,2025-09-23 11:51:15,2025-09-23 11:52:09,Complete,English,1758599473_68d2193127b0e0.03751449,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,James Cook University Singapore (JCU),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
241,2025-09-23 11:52:53,2025-09-23 11:53:24,Complete,English,1758599572_68d2199423a076.03931497,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Curtin University Singapore,Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,,Application and interview process,,,7.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
242,2025-09-23 11:56:05,2025-09-23 11:57:22,Complete,English,1758599764_68d21a5424e385.00639804,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,SIM Global Education,Year 3,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,6.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
243,2025-09-23 13:17:07,2025-09-23 13:17:50,Complete,English,1758604625_68d22d51c2b561.33051138,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Singapore Management University (SMU),Year 3,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,9.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
244,2025-09-23 13:21:57,2025-09-23 13:22:38,Complete,English,1758604914_68d22e72593a04.18059544,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Singapore Management University (SMU),Year 1,Bachelor's Degree,Media,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
245,2025-09-23 13:24:25,2025-09-23 13:25:07,Complete,English,1758605063_68d22f07c94b13.84995729,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,Historical/Philosophical Science,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,4.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
246,2025-09-23 13:26:43,2025-09-23 13:27:38,Complete,English,1758605202_68d22f9221aba0.38132877,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,National University of Singapore (NUS),Year 1,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,8.0,Job security,,12,66.66666666666666,Partial (30-70%)
247,2025-09-23 13:28:56,2025-09-23 13:29:31,Complete,English,1758605334_68d23016f2eb13.79498759,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,James Cook University Singapore (JCU),Year 2,Bachelor's Degree,Mathematical Science/Statistics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
248,2025-09-23 13:30:12,2025-09-23 13:30:48,Complete,English,1758605410_68d230628dbfd2.83219828,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,James Cook University Singapore (JCU),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,10.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
249,2025-09-23 13:32:31,2025-09-23 13:33:02,Complete,English,1758605549_68d230ed828582.28477146,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",,155.69.181.15,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,9.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
250,2025-09-23 15:04:14,2025-09-23 15:04:14,Partial,English,1758604751_68d22dcfca02c9.99377991,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,,,,,,,,,,,,,,,,,,0,0.0,
251,2025-09-23 15:04:34,2025-09-23 15:06:41,Complete,English,1758611072_68d246808191e3.77175930,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
252,2025-09-23 15:07:45,2025-09-23 15:08:40,Complete,English,1758611260_68d2473c958d82.48716121,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
253,2025-09-23 15:09:05,2025-09-23 15:10:21,Complete,English,1758611343_68d2478f2357d3.71432180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National Institute of Education (NIE),Year 4,Bachelor's Degree,"Languages, Literature and Classics",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,6.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
254,2025-09-23 15:12:49,2025-09-23 15:14:03,Complete,English,1758611566_68d2486e46e992.18133003,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,,Compensation and benefits,,Application and interview process,,,7.0,Job security,,12,66.66666666666666,Partial (30-70%)
255,2025-09-23 15:14:37,2025-09-23 15:15:16,Complete,English,1758611675_68d248db1a4af5.48893989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6.0,Job security,,12,66.66666666666666,Partial (30-70%)
256,2025-09-23 16:54:55,2025-09-23 16:55:31,Disqualified,English,1758617692_68d2605ccff2e6.27372322,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,119.234.69.198,103.91429901123,1.315299987793,Singapore,Singapore,0,42,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
257,2025-09-23 16:58:08,2025-09-23 16:58:39,Disqualified,English,1758617885_68d2611d489385.52350182,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,119.234.69.198,103.91429901123,1.315299987793,Singapore,Singapore,0,42,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
258,2025-09-23 17:00:28,2025-09-23 17:00:51,Disqualified,English,1758618026_68d261aab93dd1.40882242,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.190.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
259,2025-09-23 17:02:43,2025-09-23 17:03:10,Disqualified,English,1758618162_68d26232268977.41374476,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.190.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
260,2025-09-23 17:05:40,2025-09-23 17:06:02,Disqualified,English,1758618338_68d262e24e9995.28325576,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.190.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
261,2025-09-23 17:09:25,2025-09-23 17:11:45,Disqualified,English,1758618561_68d263c140f450.16572300,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.190.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
262,2025-09-23 17:15:14,2025-09-23 17:15:35,Disqualified,English,1758618840_68d264d8e11570.01825541,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.190.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
263,2025-09-23 17:16:33,2025-09-23 17:17:16,Disqualified,English,1758618991_68d2656f63e464.17262259,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.190.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
264,2025-09-23 17:20:04,2025-09-23 17:20:54,Disqualified,English,1758619202_68d2664291f591.67329897,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.190.66,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
265,2025-09-23 21:37:45,2025-09-23 21:39:03,Complete,English,1758634663_68d2a2a7d6c1a2.45591310,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,IT and Technology,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,6.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
266,2025-09-23 21:39:43,2025-09-23 21:40:38,Complete,English,1758634780_68d2a31cec1759.88342727,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National Institute of Education (NIE),Year 1,Bachelor's Degree,Media,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Learning and development,,12,66.66666666666666,Partial (30-70%)
267,2025-09-23 21:41:02,2025-09-23 21:42:00,Complete,English,1758634860_68d2a36c97df95.22361790,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8.0,Job security,,12,66.66666666666666,Partial (30-70%)
268,2025-09-23 21:42:21,2025-09-23 21:43:46,Complete,English,1758634936_68d2a3b8ae8297.80457018,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Singapore Management University (SMU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,6.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
269,2025-09-23 21:44:16,2025-09-23 21:44:55,Complete,English,1758635052_68d2a42c85b251.15031987,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.193.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,7.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
270,2025-09-24 00:20:47,2025-09-24 00:22:22,Complete,English,1758644445_68d2c8ddccfc51.09846678,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.183.13,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,3.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
271,2025-09-24 00:23:24,2025-09-24 00:23:51,Complete,English,1758644602_68d2c97a389d67.55606186,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.183.13,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,4.0,Job security,,12,66.66666666666666,Partial (30-70%)
272,2025-09-24 00:24:14,2025-09-24 00:24:56,Disqualified,English,1758644626_68d2c992be2644.11153664,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,119.56.104.124,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Education/Teaching,"Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
273,2025-09-24 00:24:45,2025-09-24 00:25:26,Complete,English,1758644684_68d2c9cc379188.81829719,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.183.13,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Others,Year 2,Bachelor's Degree,Media,Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,4.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
274,2025-09-24 00:25:22,2025-10-21 13:04:47,Complete,English,1758644718_68d2c9ee133ea8.93549137,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,119.56.104.124,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,National Institute of Education (NIE),Year 1,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,6.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
275,2025-09-24 00:25:52,2025-09-24 00:27:11,Complete,English,1758644749_68d2ca0dd97478.78167780,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.183.13,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Others,Year 3,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,2.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
276,2025-09-24 00:27:06,2025-09-24 00:28:52,Complete,English,1758644821_68d2ca55735d67.51325273,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,119.56.104.124,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
277,2025-09-24 00:29:03,2025-09-24 00:30:14,Complete,English,1758644938_68d2caca8e2bb9.88382611,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,119.56.104.124,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
278,2025-09-24 00:30:30,2025-09-24 00:31:25,Complete,English,1758645020_68d2cb1cf25f72.94326850,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,119.56.104.124,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,Work-life balance and culture,,,,10.0,Career growth opportunities,,12,66.66666666666666,Partial (30-70%)
279,2025-09-24 00:31:31,2025-10-21 13:04:43,Complete,English,1758645027_68d2cb23900539.14295965,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0 Mobile/15E148 Safari/604.1",,119.56.104.124,103.83670043945,1.3652000427246,Singapore,Singapore,0,57,National Institute of Education (NIE),Year 1,Bachelor's Degree,Education/Teaching,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,5.0,Work-life balance,,12,66.66666666666666,Partial (30-70%)
280,2025-09-24 17:28:12,2025-09-24 17:28:42,Partial,English,1758706086_68d3b9a6c59b49.11824405,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,155.69.194.67,103.85540008545,1.3035999536514,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
281,2025-09-25 17:12:35,2025-09-25 17:12:54,Disqualified,English,1758791552_68d50780d20630.32403793,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.183.11,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,Yale-NUS College,Year 3,Doctoral Degree,Law,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
282,2025-09-25 17:13:18,2025-09-25 17:14:11,Complete,English,1758791596_68d507ac5357b3.36512033,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36",,155.69.183.11,103.64980316162,1.3154000043869,Singapore,Tuas,0,63,National Institute of Education (NIE),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,9.0,Meaningful work impact,,12,66.66666666666666,Partial (30-70%)
283,2025-09-25 18:01:33,2025-09-25 18:02:12,Disqualified,English,1758794490_68d512fa76d072.68405742,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,122.11.214.94,103.8637008667,1.3595999479294,Singapore,Singapore,0,55,Nanyang Technological University (NTU),Year 2,Postgraduate certificate/diploma,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,,6,33.33333333333333,Partial (30-70%)
