,questions_answered,completion_percentage,completion_category
667,12,66.66666666666666,Partial (30-70%)
668,6,33.33333333333333,Partial (30-70%)
669,12,66.66666666666666,Partial (30-70%)
670,0,0.0,
671,12,66.66666666666666,Partial (30-70%)
672,12,66.66666666666666,Partial (30-70%)
673,0,0.0,
674,0,0.0,
675,0,0.0,
676,0,0.0,
677,12,66.66666666666666,Partial (30-70%)
678,12,66.66666666666666,Partial (30-70%)
679,6,33.33333333333333,Partial (30-70%)
680,12,66.66666666666666,Partial (30-70%)
681,12,66.66666666666666,Partial (30-70%)
682,12,66.66666666666666,Partial (30-70%)
683,12,66.66666666666666,Partial (30-70%)
684,12,66.66666666666666,Partial (30-70%)
685,12,66.66666666666666,Partial (30-70%)
686,12,66.66666666666666,Partial (30-70%)
687,6,33.33333333333333,Partial (30-70%)
688,12,66.66666666666666,Partial (30-70%)
689,12,66.66666666666666,Partial (30-70%)
690,0,0.0,
691,12,66.66666666666666,Partial (30-70%)
692,0,0.0,
693,12,66.66666666666666,Partial (30-70%)
694,12,66.66666666666666,Partial (30-70%)
695,12,66.66666666666666,Partial (30-70%)
696,12,66.66666666666666,Partial (30-70%)
697,12,66.66666666666666,Partial (30-70%)
698,12,66.66666666666666,Partial (30-70%)
699,12,66.66666666666666,Partial (30-70%)
700,12,66.66666666666666,Partial (30-70%)
701,12,66.66666666666666,Partial (30-70%)
702,12,66.66666666666666,Partial (30-70%)
703,6,33.33333333333333,Partial (30-70%)
704,12,66.66666666666666,Partial (30-70%)
705,0,0.0,
706,0,0.0,
707,0,0.0,
708,12,66.66666666666666,Partial (30-70%)
709,6,33.33333333333333,Partial (30-70%)
710,12,66.66666666666666,Partial (30-70%)
711,0,0.0,
712,12,66.66666666666666,Partial (30-70%)
713,12,66.66666666666666,Partial (30-70%)
714,12,66.66666666666666,Partial (30-70%)
715,6,33.33333333333333,Partial (30-70%)
716,0,0.0,
717,12,66.66666666666666,Partial (30-70%)
718,12,66.66666666666666,Partial (30-70%)
719,12,66.66666666666666,Partial (30-70%)
720,12,66.66666666666666,Partial (30-70%)
721,12,66.66666666666666,Partial (30-70%)
722,12,66.66666666666666,Partial (30-70%)
723,12,66.66666666666666,Partial (30-70%)
724,12,66.66666666666666,Partial (30-70%)
725,12,66.66666666666666,Partial (30-70%)
726,12,66.66666666666666,Partial (30-70%)
727,12,66.66666666666666,Partial (30-70%)
728,12,66.66666666666666,Partial (30-70%)
729,12,66.66666666666666,Partial (30-70%)
730,12,66.66666666666666,Partial (30-70%)
731,12,66.66666666666666,Partial (30-70%)
732,12,66.66666666666666,Partial (30-70%)
733,12,66.66666666666666,Partial (30-70%)
734,6,33.33333333333333,Partial (30-70%)
735,12,66.66666666666666,Partial (30-70%)
736,12,66.66666666666666,Partial (30-70%)
737,12,66.66666666666666,Partial (30-70%)
738,6,33.33333333333333,Partial (30-70%)
739,6,33.33333333333333,Partial (30-70%)
740,12,66.66666666666666,Partial (30-70%)
741,12,66.66666666666666,Partial (30-70%)
742,12,66.66666666666666,Partial (30-70%)
743,12,66.66666666666666,Partial (30-70%)
744,12,66.66666666666666,Partial (30-70%)
745,12,66.66666666666666,Partial (30-70%)
746,12,66.66666666666666,Partial (30-70%)
747,12,66.66666666666666,Partial (30-70%)
748,12,66.66666666666666,Partial (30-70%)
749,12,66.66666666666666,Partial (30-70%)
750,12,66.66666666666666,Partial (30-70%)
751,12,66.66666666666666,Partial (30-70%)
752,0,0.0,
753,12,66.66666666666666,Partial (30-70%)
754,12,66.66666666666666,Partial (30-70%)
755,12,66.66666666666666,Partial (30-70%)
756,12,66.66666666666666,Partial (30-70%)
757,12,66.66666666666666,Partial (30-70%)
758,12,66.66666666666666,Partial (30-70%)
759,12,66.66666666666666,Partial (30-70%)
760,12,66.66666666666666,Partial (30-70%)
761,0,0.0,
762,12,66.66666666666666,Partial (30-70%)
763,12,66.66666666666666,Partial (30-70%)
764,12,66.66666666666666,Partial (30-70%)
765,12,66.66666666666666,Partial (30-70%)
766,6,33.33333333333333,Partial (30-70%)
767,12,66.66666666666666,Partial (30-70%)
768,6,33.33333333333333,Partial (30-70%)
769,12,66.66666666666666,Partial (30-70%)
770,0,0.0,
771,12,66.66666666666666,Partial (30-70%)
772,12,66.66666666666666,Partial (30-70%)
773,0,0.0,
774,0,0.0,
775,12,66.66666666666666,Partial (30-70%)
776,12,66.66666666666666,Partial (30-70%)
777,0,0.0,
778,6,33.33333333333333,Partial (30-70%)
779,6,33.33333333333333,Partial (30-70%)
780,12,66.66666666666666,Partial (30-70%)
781,12,66.66666666666666,Partial (30-70%)
782,12,66.66666666666666,Partial (30-70%)
783,12,66.66666666666666,Partial (30-70%)
784,12,66.66666666666666,Partial (30-70%)
785,0,0.0,
786,0,0.0,
787,12,66.66666666666666,Partial (30-70%)
788,12,66.66666666666666,Partial (30-70%)
789,12,66.66666666666666,Partial (30-70%)
790,12,66.66666666666666,Partial (30-70%)
791,6,33.33333333333333,Partial (30-70%)
792,0,0.0,
793,0,0.0,
794,6,33.33333333333333,Partial (30-70%)
795,6,33.33333333333333,Partial (30-70%)
796,0,0.0,
797,12,66.66666666666666,Partial (30-70%)
798,12,66.66666666666666,Partial (30-70%)
799,12,66.66666666666666,Partial (30-70%)
800,12,66.66666666666666,Partial (30-70%)
801,12,66.66666666666666,Partial (30-70%)
802,12,66.66666666666666,Partial (30-70%)
803,12,66.66666666666666,Partial (30-70%)
804,12,66.66666666666666,Partial (30-70%)
805,6,33.33333333333333,Partial (30-70%)
806,12,66.66666666666666,Partial (30-70%)
807,6,33.33333333333333,Partial (30-70%)
808,12,66.66666666666666,Partial (30-70%)
809,0,0.0,
810,12,66.66666666666666,Partial (30-70%)
811,0,0.0,
812,0,0.0,
813,12,66.66666666666666,Partial (30-70%)
814,12,66.66666666666666,Partial (30-70%)
815,12,66.66666666666666,Partial (30-70%)
816,0,0.0,
817,12,66.66666666666666,Partial (30-70%)
818,7,38.88888888888889,Partial (30-70%)
819,12,66.66666666666666,Partial (30-70%)
820,6,33.33333333333333,Partial (30-70%)
821,12,66.66666666666666,Partial (30-70%)
822,12,66.66666666666666,Partial (30-70%)
823,0,0.0,
824,12,66.66666666666666,Partial (30-70%)
825,0,0.0,
826,6,33.33333333333333,Partial (30-70%)
827,12,66.66666666666666,Partial (30-70%)
828,12,66.66666666666666,Partial (30-70%)
829,6,33.33333333333333,Partial (30-70%)
830,12,66.66666666666666,Partial (30-70%)
831,6,33.33333333333333,Partial (30-70%)
832,12,66.66666666666666,Partial (30-70%)
833,0,0.0,
834,6,33.33333333333333,Partial (30-70%)
835,12,66.66666666666666,Partial (30-70%)
836,0,0.0,
837,12,66.66666666666666,Partial (30-70%)
838,12,66.66666666666666,Partial (30-70%)
839,12,66.66666666666666,Partial (30-70%)
840,12,66.66666666666666,Partial (30-70%)
841,12,66.66666666666666,Partial (30-70%)
842,12,66.66666666666666,Partial (30-70%)
843,13,72.22222222222221,Complete (70-100%)
844,6,33.33333333333333,Partial (30-70%)
845,12,66.66666666666666,Partial (30-70%)
846,0,0.0,
847,0,0.0,
848,12,66.66666666666666,Partial (30-70%)
849,12,66.66666666666666,Partial (30-70%)
850,6,33.33333333333333,Partial (30-70%)
851,12,66.66666666666666,Partial (30-70%)
852,0,0.0,
853,0,0.0,
854,12,66.66666666666666,Partial (30-70%)
855,12,66.66666666666666,Partial (30-70%)
856,12,66.66666666666666,Partial (30-70%)
857,12,66.66666666666666,Partial (30-70%)
858,12,66.66666666666666,Partial (30-70%)
859,12,66.66666666666666,Partial (30-70%)
860,0,0.0,
861,6,33.33333333333333,Partial (30-70%)
862,12,66.66666666666666,Partial (30-70%)
863,12,66.66666666666666,Partial (30-70%)
864,6,33.33333333333333,Partial (30-70%)
865,6,33.33333333333333,Partial (30-70%)
866,12,66.66666666666666,Partial (30-70%)
867,12,66.66666666666666,Partial (30-70%)
868,6,33.33333333333333,Partial (30-70%)
869,12,66.66666666666666,Partial (30-70%)
870,12,66.66666666666666,Partial (30-70%)
871,12,66.66666666666666,Partial (30-70%)
872,12,66.66666666666666,Partial (30-70%)
873,12,66.66666666666666,Partial (30-70%)
874,6,33.33333333333333,Partial (30-70%)
875,12,66.66666666666666,Partial (30-70%)
876,0,0.0,
877,0,0.0,
878,12,66.66666666666666,Partial (30-70%)
879,0,0.0,
880,12,66.66666666666666,Partial (30-70%)
881,12,66.66666666666666,Partial (30-70%)
882,12,66.66666666666666,Partial (30-70%)
883,0,0.0,
884,12,66.66666666666666,Partial (30-70%)
885,12,66.66666666666666,Partial (30-70%)
886,12,66.66666666666666,Partial (30-70%)
887,0,0.0,
888,0,0.0,
889,6,33.33333333333333,Partial (30-70%)
890,6,33.33333333333333,Partial (30-70%)
891,0,0.0,
892,0,0.0,
893,12,66.66666666666666,Partial (30-70%)
894,12,66.66666666666666,Partial (30-70%)
895,0,0.0,
896,0,0.0,
897,12,66.66666666666666,Partial (30-70%)
898,12,66.66666666666666,Partial (30-70%)
899,12,66.66666666666666,Partial (30-70%)
900,12,66.66666666666666,Partial (30-70%)
901,13,72.22222222222221,Complete (70-100%)
902,12,66.66666666666666,Partial (30-70%)
903,12,66.66666666666666,Partial (30-70%)
904,12,66.66666666666666,Partial (30-70%)
905,6,33.33333333333333,Partial (30-70%)
906,12,66.66666666666666,Partial (30-70%)
907,12,66.66666666666666,Partial (30-70%)
908,0,0.0,
909,12,66.66666666666666,Partial (30-70%)
910,6,33.33333333333333,Partial (30-70%)
911,12,66.66666666666666,Partial (30-70%)
912,12,66.66666666666666,Partial (30-70%)
913,0,0.0,
914,12,66.66666666666666,Partial (30-70%)
915,0,0.0,
916,12,66.66666666666666,Partial (30-70%)
917,0,0.0,
918,0,0.0,
919,0,0.0,
920,12,66.66666666666666,Partial (30-70%)
921,12,66.66666666666666,Partial (30-70%)
922,12,66.66666666666666,Partial (30-70%)
923,12,66.66666666666666,Partial (30-70%)
924,12,66.66666666666666,Partial (30-70%)
925,0,0.0,
926,12,66.66666666666666,Partial (30-70%)
927,0,0.0,
928,6,33.33333333333333,Partial (30-70%)
929,0,0.0,
930,12,66.66666666666666,Partial (30-70%)
931,12,66.66666666666666,Partial (30-70%)
932,6,33.33333333333333,Partial (30-70%)
933,12,66.66666666666666,Partial (30-70%)
934,6,33.33333333333333,Partial (30-70%)
935,12,66.66666666666666,Partial (30-70%)
936,12,66.66666666666666,Partial (30-70%)
937,12,66.66666666666666,Partial (30-70%)
938,12,66.66666666666666,Partial (30-70%)
939,12,66.66666666666666,Partial (30-70%)
940,0,0.0,
941,12,66.66666666666666,Partial (30-70%)
942,12,66.66666666666666,Partial (30-70%)
943,12,66.66666666666666,Partial (30-70%)
944,12,66.66666666666666,Partial (30-70%)
945,12,66.66666666666666,Partial (30-70%)
946,6,33.33333333333333,Partial (30-70%)
947,12,66.66666666666666,Partial (30-70%)
948,12,66.66666666666666,Partial (30-70%)
949,12,66.66666666666666,Partial (30-70%)
950,6,33.33333333333333,Partial (30-70%)
951,6,33.33333333333333,Partial (30-70%)
952,0,0.0,
953,12,66.66666666666666,Partial (30-70%)
954,12,66.66666666666666,Partial (30-70%)
955,0,0.0,
956,6,33.33333333333333,Partial (30-70%)
957,12,66.66666666666666,Partial (30-70%)
958,6,33.33333333333333,Partial (30-70%)
959,12,66.66666666666666,Partial (30-70%)
960,12,66.66666666666666,Partial (30-70%)
961,6,33.33333333333333,Partial (30-70%)
962,12,66.66666666666666,Partial (30-70%)
963,12,66.66666666666666,Partial (30-70%)
964,12,66.66666666666666,Partial (30-70%)
965,6,33.33333333333333,Partial (30-70%)
966,6,33.33333333333333,Partial (30-70%)
967,12,66.66666666666666,Partial (30-70%)
968,12,66.66666666666666,Partial (30-70%)
969,12,66.66666666666666,Partial (30-70%)
970,12,66.66666666666666,Partial (30-70%)
971,12,66.66666666666666,Partial (30-70%)
972,12,66.66666666666666,Partial (30-70%)
973,12,66.66666666666666,Partial (30-70%)
974,12,66.66666666666666,Partial (30-70%)
975,0,0.0,
976,0,0.0,
977,12,66.66666666666666,Partial (30-70%)
978,12,66.66666666666666,Partial (30-70%)
979,12,66.66666666666666,Partial (30-70%)
980,0,0.0,
981,12,66.66666666666666,Partial (30-70%)
982,12,66.66666666666666,Partial (30-70%)
983,12,66.66666666666666,Partial (30-70%)
984,12,66.66666666666666,Partial (30-70%)
985,6,33.33333333333333,Partial (30-70%)
986,6,33.33333333333333,Partial (30-70%)
987,12,66.66666666666666,Partial (30-70%)
988,6,33.33333333333333,Partial (30-70%)
989,12,66.66666666666666,Partial (30-70%)
990,12,66.66666666666666,Partial (30-70%)
991,6,33.33333333333333,Partial (30-70%)
992,12,66.66666666666666,Partial (30-70%)
993,12,66.66666666666666,Partial (30-70%)
994,6,33.33333333333333,Partial (30-70%)
995,6,33.33333333333333,Partial (30-70%)
996,6,33.33333333333333,Partial (30-70%)
997,12,66.66666666666666,Partial (30-70%)
998,12,66.66666666666666,Partial (30-70%)
999,12,66.66666666666666,Partial (30-70%)
1000,6,33.33333333333333,Partial (30-70%)
1001,12,66.66666666666666,Partial (30-70%)
1002,12,66.66666666666666,Partial (30-70%)
1003,12,66.66666666666666,Partial (30-70%)
1004,12,66.66666666666666,Partial (30-70%)
1005,12,66.66666666666666,Partial (30-70%)
1006,12,66.66666666666666,Partial (30-70%)
1007,0,0.0,
1008,12,66.66666666666666,Partial (30-70%)
1009,12,66.66666666666666,Partial (30-70%)
1010,12,66.66666666666666,Partial (30-70%)
1011,12,66.66666666666666,Partial (30-70%)
1012,12,66.66666666666666,Partial (30-70%)
1013,12,66.66666666666666,Partial (30-70%)
1014,12,66.66666666666666,Partial (30-70%)
1015,12,66.66666666666666,Partial (30-70%)
1016,12,66.66666666666666,Partial (30-70%)
1017,12,66.66666666666666,Partial (30-70%)
1018,12,66.66666666666666,Partial (30-70%)
1019,12,66.66666666666666,Partial (30-70%)
1020,12,66.66666666666666,Partial (30-70%)
1021,12,66.66666666666666,Partial (30-70%)
1022,12,66.66666666666666,Partial (30-70%)
1023,12,66.66666666666666,Partial (30-70%)
1024,12,66.66666666666666,Partial (30-70%)
1025,12,66.66666666666666,Partial (30-70%)
1026,12,66.66666666666666,Partial (30-70%)
1027,6,33.33333333333333,Partial (30-70%)
1028,12,66.66666666666666,Partial (30-70%)
1029,12,66.66666666666666,Partial (30-70%)
1030,12,66.66666666666666,Partial (30-70%)
1031,12,66.66666666666666,Partial (30-70%)
1032,12,66.66666666666666,Partial (30-70%)
1033,12,66.66666666666666,Partial (30-70%)
1034,12,66.66666666666666,Partial (30-70%)
1035,12,66.66666666666666,Partial (30-70%)
1036,12,66.66666666666666,Partial (30-70%)
1037,0,0.0,
1038,12,66.66666666666666,Partial (30-70%)
1039,12,66.66666666666666,Partial (30-70%)
1040,12,66.66666666666666,Partial (30-70%)
1041,12,66.66666666666666,Partial (30-70%)
1042,0,0.0,
1043,12,66.66666666666666,Partial (30-70%)
1044,0,0.0,
1045,12,66.66666666666666,Partial (30-70%)
1046,6,33.33333333333333,Partial (30-70%)
1047,0,0.0,
1048,12,66.66666666666666,Partial (30-70%)
1049,12,66.66666666666666,Partial (30-70%)
1050,0,0.0,
1051,12,66.66666666666666,Partial (30-70%)
1052,12,66.66666666666666,Partial (30-70%)
1053,12,66.66666666666666,Partial (30-70%)
1054,12,66.66666666666666,Partial (30-70%)
1055,12,66.66666666666666,Partial (30-70%)
1056,12,66.66666666666666,Partial (30-70%)
1057,0,0.0,
1058,12,66.66666666666666,Partial (30-70%)
1059,12,66.66666666666666,Partial (30-70%)
1060,0,0.0,
1061,12,66.66666666666666,Partial (30-70%)
1062,12,66.66666666666666,Partial (30-70%)
1063,12,66.66666666666666,Partial (30-70%)
1064,12,66.66666666666666,Partial (30-70%)
1065,0,0.0,
1066,6,33.33333333333333,Partial (30-70%)
1067,12,66.66666666666666,Partial (30-70%)
1068,12,66.66666666666666,Partial (30-70%)
1069,12,66.66666666666666,Partial (30-70%)
1070,12,66.66666666666666,Partial (30-70%)
1071,6,33.33333333333333,Partial (30-70%)
1072,12,66.66666666666666,Partial (30-70%)
1073,12,66.66666666666666,Partial (30-70%)
1074,12,66.66666666666666,Partial (30-70%)
1075,12,66.66666666666666,Partial (30-70%)
1076,12,66.66666666666666,Partial (30-70%)
1077,12,66.66666666666666,Partial (30-70%)
1078,0,0.0,
1079,12,66.66666666666666,Partial (30-70%)
1080,12,66.66666666666666,Partial (30-70%)
1081,12,66.66666666666666,Partial (30-70%)
1082,12,66.66666666666666,Partial (30-70%)
1083,12,66.66666666666666,Partial (30-70%)
1084,12,66.66666666666666,Partial (30-70%)
1085,12,66.66666666666666,Partial (30-70%)
1086,6,33.33333333333333,Partial (30-70%)
1087,12,66.66666666666666,Partial (30-70%)
1088,6,33.33333333333333,Partial (30-70%)
1089,12,66.66666666666666,Partial (30-70%)
1090,6,33.33333333333333,Partial (30-70%)
1091,0,0.0,
1092,12,66.66666666666666,Partial (30-70%)
1093,12,66.66666666666666,Partial (30-70%)
1094,0,0.0,
1095,12,66.66666666666666,Partial (30-70%)
1096,12,66.66666666666666,Partial (30-70%)
1097,12,66.66666666666666,Partial (30-70%)
1098,12,66.66666666666666,Partial (30-70%)
1099,12,66.66666666666666,Partial (30-70%)
1100,12,66.66666666666666,Partial (30-70%)
1101,12,66.66666666666666,Partial (30-70%)
1102,12,66.66666666666666,Partial (30-70%)
1103,12,66.66666666666666,Partial (30-70%)
1104,12,66.66666666666666,Partial (30-70%)
1105,6,33.33333333333333,Partial (30-70%)
1106,12,66.66666666666666,Partial (30-70%)
1107,12,66.66666666666666,Partial (30-70%)
1108,12,66.66666666666666,Partial (30-70%)
1109,0,0.0,
1110,12,66.66666666666666,Partial (30-70%)
1111,12,66.66666666666666,Partial (30-70%)
1112,12,66.66666666666666,Partial (30-70%)
1113,12,66.66666666666666,Partial (30-70%)
1114,6,33.33333333333333,Partial (30-70%)
1115,12,66.66666666666666,Partial (30-70%)
1116,12,66.66666666666666,Partial (30-70%)
1117,6,33.33333333333333,Partial (30-70%)
1118,12,66.66666666666666,Partial (30-70%)
1119,12,66.66666666666666,Partial (30-70%)
1120,12,66.66666666666666,Partial (30-70%)
1121,12,66.66666666666666,Partial (30-70%)
1122,12,66.66666666666666,Partial (30-70%)
1123,12,66.66666666666666,Partial (30-70%)
1124,12,66.66666666666666,Partial (30-70%)
1125,12,66.66666666666666,Partial (30-70%)
1126,12,66.66666666666666,Partial (30-70%)
1127,6,33.33333333333333,Partial (30-70%)
1128,12,66.66666666666666,Partial (30-70%)
1129,12,66.66666666666666,Partial (30-70%)
1130,12,66.66666666666666,Partial (30-70%)
1131,6,33.33333333333333,Partial (30-70%)
1132,12,66.66666666666666,Partial (30-70%)
1133,6,33.33333333333333,Partial (30-70%)
1134,12,66.66666666666666,Partial (30-70%)
1135,12,66.66666666666666,Partial (30-70%)
1136,12,66.66666666666666,Partial (30-70%)
1137,6,33.33333333333333,Partial (30-70%)
1138,12,66.66666666666666,Partial (30-70%)
1139,12,66.66666666666666,Partial (30-70%)
1140,12,66.66666666666666,Partial (30-70%)
1141,6,33.33333333333333,Partial (30-70%)
1142,12,66.66666666666666,Partial (30-70%)
1143,12,66.66666666666666,Partial (30-70%)
1144,12,66.66666666666666,Partial (30-70%)
1145,12,66.66666666666666,Partial (30-70%)
1146,12,66.66666666666666,Partial (30-70%)
1147,12,66.66666666666666,Partial (30-70%)
1148,12,66.66666666666666,Partial (30-70%)
1149,12,66.66666666666666,Partial (30-70%)
1150,12,66.66666666666666,Partial (30-70%)
1151,12,66.66666666666666,Partial (30-70%)
1152,12,66.66666666666666,Partial (30-70%)
1153,6,33.33333333333333,Partial (30-70%)
1154,12,66.66666666666666,Partial (30-70%)
1155,12,66.66666666666666,Partial (30-70%)
1156,12,66.66666666666666,Partial (30-70%)
1157,6,33.33333333333333,Partial (30-70%)
1158,6,33.33333333333333,Partial (30-70%)
1159,12,66.66666666666666,Partial (30-70%)
1160,12,66.66666666666666,Partial (30-70%)
1161,6,33.33333333333333,Partial (30-70%)
1162,12,66.66666666666666,Partial (30-70%)
1163,12,66.66666666666666,Partial (30-70%)
1164,12,66.66666666666666,Partial (30-70%)
1165,12,66.66666666666666,Partial (30-70%)
1166,12,66.66666666666666,Partial (30-70%)
1167,12,66.66666666666666,Partial (30-70%)
1168,12,66.66666666666666,Partial (30-70%)
1169,12,66.66666666666666,Partial (30-70%)
1170,12,66.66666666666666,Partial (30-70%)
1171,12,66.66666666666666,Partial (30-70%)
1172,12,66.66666666666666,Partial (30-70%)
1173,12,66.66666666666666,Partial (30-70%)
1174,13,72.22222222222221,Complete (70-100%)
1175,12,66.66666666666666,Partial (30-70%)
1176,12,66.66666666666666,Partial (30-70%)
1177,12,66.66666666666666,Partial (30-70%)
1178,6,33.33333333333333,Partial (30-70%)
1179,6,33.33333333333333,Partial (30-70%)
1180,6,33.33333333333333,Partial (30-70%)
1181,12,66.66666666666666,Partial (30-70%)
1182,12,66.66666666666666,Partial (30-70%)
1183,12,66.66666666666666,Partial (30-70%)
1184,12,66.66666666666666,Partial (30-70%)
1185,12,66.66666666666666,Partial (30-70%)
1186,0,0.0,
1187,12,66.66666666666666,Partial (30-70%)
1188,12,66.66666666666666,Partial (30-70%)
1189,12,66.66666666666666,Partial (30-70%)
1190,12,66.66666666666666,Partial (30-70%)
1191,12,66.66666666666666,Partial (30-70%)
1192,0,0.0,
1193,0,0.0,
1194,12,66.66666666666666,Partial (30-70%)
1195,6,33.33333333333333,Partial (30-70%)
1196,12,66.66666666666666,Partial (30-70%)
1197,12,66.66666666666666,Partial (30-70%)
1198,12,66.66666666666666,Partial (30-70%)
1199,12,66.66666666666666,Partial (30-70%)
1200,12,66.66666666666666,Partial (30-70%)
1201,12,66.66666666666666,Partial (30-70%)
1202,6,33.33333333333333,Partial (30-70%)
1203,0,0.0,
1204,12,66.66666666666666,Partial (30-70%)
1205,12,66.66666666666666,Partial (30-70%)
1206,12,66.66666666666666,Partial (30-70%)
1207,0,0.0,
1208,12,66.66666666666666,Partial (30-70%)
1209,6,33.33333333333333,Partial (30-70%)
1210,12,66.66666666666666,Partial (30-70%)
1211,12,66.66666666666666,Partial (30-70%)
1212,12,66.66666666666666,Partial (30-70%)
1213,12,66.66666666666666,Partial (30-70%)
1214,12,66.66666666666666,Partial (30-70%)
1215,12,66.66666666666666,Partial (30-70%)
1216,12,66.66666666666666,Partial (30-70%)
1217,12,66.66666666666666,Partial (30-70%)
1218,0,0.0,
1219,6,33.33333333333333,Partial (30-70%)
1220,12,66.66666666666666,Partial (30-70%)
1221,12,66.66666666666666,Partial (30-70%)
1222,12,66.66666666666666,Partial (30-70%)
1223,12,66.66666666666666,Partial (30-70%)
1224,6,33.33333333333333,Partial (30-70%)
1225,6,33.33333333333333,Partial (30-70%)
1226,6,33.33333333333333,Partial (30-70%)
1227,12,66.66666666666666,Partial (30-70%)
1228,12,66.66666666666666,Partial (30-70%)
1229,0,0.0,
1230,12,66.66666666666666,Partial (30-70%)
1231,12,66.66666666666666,Partial (30-70%)
1232,12,66.66666666666666,Partial (30-70%)
1233,12,66.66666666666666,Partial (30-70%)
1234,12,66.66666666666666,Partial (30-70%)
1235,12,66.66666666666666,Partial (30-70%)
1236,12,66.66666666666666,Partial (30-70%)
1237,12,66.66666666666666,Partial (30-70%)
1238,12,66.66666666666666,Partial (30-70%)
1239,12,66.66666666666666,Partial (30-70%)
1240,12,66.66666666666666,Partial (30-70%)
1241,0,0.0,
1242,12,66.66666666666666,Partial (30-70%)
1243,12,66.66666666666666,Partial (30-70%)
1244,6,33.33333333333333,Partial (30-70%)
1245,12,66.66666666666666,Partial (30-70%)
1246,12,66.66666666666666,Partial (30-70%)
1247,0,0.0,
1248,0,0.0,
1249,12,66.66666666666666,Partial (30-70%)
1250,12,66.66666666666666,Partial (30-70%)
1251,12,66.66666666666666,Partial (30-70%)
1252,12,66.66666666666666,Partial (30-70%)
1253,12,66.66666666666666,Partial (30-70%)
1254,0,0.0,
1255,12,66.66666666666666,Partial (30-70%)
1256,12,66.66666666666666,Partial (30-70%)
1257,12,66.66666666666666,Partial (30-70%)
1258,0,0.0,
1259,6,33.33333333333333,Partial (30-70%)
1260,0,0.0,
1261,12,66.66666666666666,Partial (30-70%)
1262,12,66.66666666666666,Partial (30-70%)
1263,12,66.66666666666666,Partial (30-70%)
1264,6,33.33333333333333,Partial (30-70%)
1265,12,66.66666666666666,Partial (30-70%)
1266,0,0.0,
1267,12,66.66666666666666,Partial (30-70%)
1268,12,66.66666666666666,Partial (30-70%)
1269,6,33.33333333333333,Partial (30-70%)
1270,12,66.66666666666666,Partial (30-70%)
1271,6,33.33333333333333,Partial (30-70%)
1272,12,66.66666666666666,Partial (30-70%)
1273,12,66.66666666666666,Partial (30-70%)
1274,6,33.33333333333333,Partial (30-70%)
1275,6,33.33333333333333,Partial (30-70%)
1276,12,66.66666666666666,Partial (30-70%)
1277,12,66.66666666666666,Partial (30-70%)
1278,12,66.66666666666666,Partial (30-70%)
1279,12,66.66666666666666,Partial (30-70%)
1280,12,66.66666666666666,Partial (30-70%)
1281,12,66.66666666666666,Partial (30-70%)
1282,12,66.66666666666666,Partial (30-70%)
1283,6,33.33333333333333,Partial (30-70%)
1284,12,66.66666666666666,Partial (30-70%)
1285,12,66.66666666666666,Partial (30-70%)
1286,12,66.66666666666666,Partial (30-70%)
1287,12,66.66666666666666,Partial (30-70%)
1288,12,66.66666666666666,Partial (30-70%)
1289,0,0.0,
1290,12,66.66666666666666,Partial (30-70%)
1291,12,66.66666666666666,Partial (30-70%)
1292,6,33.33333333333333,Partial (30-70%)
1293,6,33.33333333333333,Partial (30-70%)
1294,12,66.66666666666666,Partial (30-70%)
1295,12,66.66666666666666,Partial (30-70%)
1296,12,66.66666666666666,Partial (30-70%)
1297,12,66.66666666666666,Partial (30-70%)
1298,12,66.66666666666666,Partial (30-70%)
1299,12,66.66666666666666,Partial (30-70%)
1300,12,66.66666666666666,Partial (30-70%)
1301,0,0.0,
1302,12,66.66666666666666,Partial (30-70%)
1303,12,66.66666666666666,Partial (30-70%)
1304,12,66.66666666666666,Partial (30-70%)
1305,6,33.33333333333333,Partial (30-70%)
1306,12,66.66666666666666,Partial (30-70%)
1307,12,66.66666666666666,Partial (30-70%)
1308,12,66.66666666666666,Partial (30-70%)
1309,12,66.66666666666666,Partial (30-70%)
1310,12,66.66666666666666,Partial (30-70%)
1311,0,0.0,
1312,12,66.66666666666666,Partial (30-70%)
1313,12,66.66666666666666,Partial (30-70%)
1314,12,66.66666666666666,Partial (30-70%)
1315,12,66.66666666666666,Partial (30-70%)
1316,12,66.66666666666666,Partial (30-70%)
1317,12,66.66666666666666,Partial (30-70%)
1318,12,66.66666666666666,Partial (30-70%)
1319,6,33.33333333333333,Partial (30-70%)
1320,12,66.66666666666666,Partial (30-70%)
1321,12,66.66666666666666,Partial (30-70%)
1322,12,66.66666666666666,Partial (30-70%)
1323,12,66.66666666666666,Partial (30-70%)
1324,12,66.66666666666666,Partial (30-70%)
1325,0,0.0,
1326,12,66.66666666666666,Partial (30-70%)
1327,12,66.66666666666666,Partial (30-70%)
1328,6,33.33333333333333,Partial (30-70%)
1329,12,66.66666666666666,Partial (30-70%)
1330,12,66.66666666666666,Partial (30-70%)
1331,12,66.66666666666666,Partial (30-70%)
1332,12,66.66666666666666,Partial (30-70%)
1333,6,33.33333333333333,Partial (30-70%)
1334,12,66.66666666666666,Partial (30-70%)
1335,12,66.66666666666666,Partial (30-70%)
1336,0,0.0,
1337,12,66.66666666666666,Partial (30-70%)
1338,6,33.33333333333333,Partial (30-70%)
1339,12,66.66666666666666,Partial (30-70%)
1340,12,66.66666666666666,Partial (30-70%)
