Response ID,Time Started,Date Submitted,Status,Language,SessionID,User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Which higher education institution do you or did you study at?,What is your current year of study as of 2025?,What will be your highest qualification when you graduate?,Which of the following best describes the main subject that you are studying? ,Please indicate your nationality.,What is your gender?,Which of these statements best describes your current perception of the organisation as an employer?,Types of roles available:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Career progression and development:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Compensation and benefits:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Work-life balance and culture:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Application and interview process:What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,Other - Write In (Required):What do you wish to learn more about regarding the organisation as an employer? (Pick 3)  ,"On a scale from 1 to 10 (1 – Low, 10 – High), how would you rate the attractiveness of the organisation as an employer?   ",Which of these factors would most motivate you to apply for a position at the organisation?  ,Other - Write In (Required):Which of these factors would most motivate you to apply for a position at the organisation?  
727,"Oct 9, 2025 1:20:33 PM","Oct 9, 2025 1:21:35 PM",Complete,English,1759987212_68e7460ce0f215.93451372,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,117.20.154.149,103.7472992,1.38499999,Singapore,Singapore,0,68,PSB Academy,Year 3,Bachelor's Degree,"Architecture, Building and Planning",Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,10,Meaningful work impact,
728,"Oct 9, 2025 1:24:46 PM","Oct 9, 2025 1:25:42 PM",Disqualified,English,1759987475_68e74713e82d91.72314015,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Mobile Safari/537.36",,122.11.214.236,103.8637009,1.359599948,Singapore,Singapore,0,55,PSB Academy,Others,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,
729,"Oct 9, 2025 1:40:55 PM","Oct 9, 2025 1:42:24 PM",Complete,English,1759988450_68e74ae21b5753.98593451,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36",,119.56.68.232,103.8013992,1.367300034,Singapore,,,,PSB Academy,Year 4,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Career growth opportunities,
730,"Oct 9, 2025 1:57:52 PM","Oct 9, 2025 1:57:52 PM",Partial,English,1759989468_68e74edc918d26.94201703,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36",,101.127.214.98,103.8393021,1.299700022,Singapore,Singapore,0,23,,,,,,,,,,,,,,,,,
731,"Oct 9, 2025 1:58:59 PM","Oct 9, 2025 2:00:29 PM",Complete,English,1759989537_68e74f21067c04.66332873,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36",,203.149.220.66,103.8013992,1.367300034,Singapore,,,,PSB Academy,Year 3,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,5,Career growth opportunities,
732,"Oct 9, 2025 2:06:55 PM","Oct 9, 2025 2:10:23 PM",Complete,English,1759990009_68e750f978c7b4.61992203,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Mobile/15E148 Safari/604.1",,210.10.1.14,103.8554001,1.303599954,Singapore,Singapore,0,18,PSB Academy,Year 2,Bachelor's Degree,"Business/Management (Accounting, Finance, Marketing, Management, etc.)",Singaporean/Singapore PR,Male,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,,Application and interview process,,,8,Job security,
733,"Oct 9, 2025 2:21:40 PM","Oct 9, 2025 2:24:08 PM",Complete,English,1759990889_68e754690cfe93.09484338,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,104.28.122.111,-97.8219986,37.75099945,United States,,,,PSB Academy,Year 3,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)",Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,5,Job security,
734,"Oct 9, 2025 6:40:50 PM","Oct 9, 2025 6:41:33 PM",Disqualified,English,1760006446_68e7912e84a7a9.49128926,"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.7339.207 Mobile Safari/537.36",,155.69.195.67,103.7610016,1.36559999,Singapore,Singapore,0,66,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,"Natural Science (Physics, Chemistry, Biology, Earth Sciences, etc.)","Non-Singaporean, no long-term residence status",Male,,,,,,,,,,,
735,"Oct 9, 2025 6:46:00 PM","Oct 9, 2025 6:46:00 PM",Partial,English,1760006591_68e791bf9c64f1.70526043,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Safari/605.1.15",,155.69.194.66,103.8554001,1.303599954,Singapore,Singapore,0,18,,,,,,,,,,,,,,,,,
736,"Oct 9, 2025 8:02:20 PM","Oct 9, 2025 8:03:21 PM",Complete,English,1760011335_68e7a4471c9128.90915910,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",,182.55.105.39,103.9147034,1.327200055,Singapore,Singapore,0,41,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,,Compensation and benefits,Work-life balance and culture,,,,7,Work-life balance,
737,"Oct 12, 2025 9:46:08 PM","Oct 12, 2025 9:54:45 PM",Complete,English,1760275966_68ebadfe06e133.18247851,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
738,"Oct 12, 2025 9:55:31 PM","Oct 12, 2025 9:56:48 PM",Complete,English,1760277328_68ebb350622798.34072972,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
739,"Oct 12, 2025 9:58:01 PM","Oct 12, 2025 10:00:04 PM",Complete,English,1760277476_68ebb3e4d56db5.58879173,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
740,"Oct 12, 2025 10:00:27 PM","Oct 12, 2025 10:01:09 PM",Complete,English,1760277624_68ebb478b22926.67371319,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
741,"Oct 12, 2025 10:01:22 PM","Oct 12, 2025 10:02:05 PM",Complete,English,1760277680_68ebb4b04b4b46.62135932,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
742,"Oct 12, 2025 10:02:16 PM","Oct 12, 2025 10:03:07 PM",Complete,English,1760277734_68ebb4e6a11259.60043731,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
743,"Oct 12, 2025 10:03:27 PM","Oct 12, 2025 10:04:41 PM",Complete,English,1760277804_68ebb52cbff701.71911093,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
744,"Oct 12, 2025 10:05:00 PM","Oct 12, 2025 10:05:34 PM",Complete,English,1760277897_68ebb5899f36d0.71218325,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
745,"Oct 12, 2025 10:05:58 PM","Oct 12, 2025 10:06:30 PM",Complete,English,1760277956_68ebb5c40f5e78.40777592,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
746,"Oct 12, 2025 10:06:40 PM","Oct 12, 2025 10:07:31 PM",Complete,English,1760277998_68ebb5ee90a471.37488092,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
747,"Oct 12, 2025 10:09:41 PM","Oct 12, 2025 10:10:36 PM",Complete,English,1760278179_68ebb6a34b33d2.34469346,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
748,"Oct 12, 2025 10:10:46 PM","Oct 12, 2025 10:11:37 PM",Complete,English,1760278243_68ebb6e3b44005.58949935,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
749,"Oct 12, 2025 10:11:51 PM","Oct 12, 2025 10:12:24 PM",Complete,English,1760278307_68ebb72378e544.05010578,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
750,"Oct 12, 2025 10:12:34 PM","Oct 12, 2025 10:13:12 PM",Complete,English,1760278351_68ebb74f5c76b5.01125346,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
751,"Oct 12, 2025 10:13:41 PM","Oct 12, 2025 10:14:29 PM",Complete,English,1760278419_68ebb793407202.31276057,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36",,103.234.107.193,103.8013992,1.367300034,Singapore,,,,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Psychology,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,Compensation and benefits,,,,,8,Meaningful work impact,
752,"Oct 13, 2025 8:13:37 PM","Oct 13, 2025 9:49:47 PM",Complete,English,1760357610_68ececea5a48a1.61551369,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,155.69.184.17,103.7266998,1.32980001,Singapore,Jurong,0,61,Nanyang Technological University (NTU),Year 3,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,,,Work-life balance and culture,Application and interview process,,,9,Meaningful work impact,
753,"Oct 14, 2025 1:35:48 AM","Oct 14, 2025 1:36:23 AM",Partial,English,1760376938_68ed386ac73804.00536182,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.64.54,-97.8219986,37.75099945,United States,,,,National University of Singapore (NUS),Year 3,Bachelor's Degree,"Engineering (Electrical/Electronics, Mechanical, Civil, Chemical, Industrial Engineering, etc.)",Singaporean/Singapore PR,Male,,,,,,,,,,,
754,"Oct 14, 2025 1:35:09 PM","Oct 14, 2025 1:37:12 PM",Complete,English,1760420104_68ede108a2cec0.98689632,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.32.167,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Social Science,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Learning and development,
755,"Oct 14, 2025 1:35:11 PM","Oct 14, 2025 1:37:58 PM",Complete,English,1760420107_68ede10bb57733.95231442,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36",,111.65.33.223,103.8367004,1.365200043,Singapore,Singapore,0,57,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",,,Compensation and benefits,Work-life balance and culture,Application and interview process,,,1,Job security,
756,"Oct 14, 2025 1:35:10 PM","Oct 14, 2025 1:37:46 PM",Complete,English,1760420104_68ede108eb54e6.23574684,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,111.65.33.228,103.8367004,1.365200043,Singapore,Singapore,0,57,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,,Application and interview process,,,7,Career growth opportunities,
757,"Oct 14, 2025 1:35:11 PM","Oct 14, 2025 1:36:35 PM",Disqualified,English,1760420105_68ede1098a7fd9.56030451,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1",,119.234.9.116,103.8393021,1.299700022,Singapore,Singapore,0,23,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,"Non-Singaporean, with long-term residence status",Female,,,,,,,,,,,
758,"Oct 14, 2025 1:35:10 PM","Oct 14, 2025 1:36:11 PM",Disqualified,English,1760420104_68ede108d510b5.27529916,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.100.128,103.8859024,1.355200052,Singapore,Singapore,0,53,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,"Non-Singaporean, with long-term residence status",Male,,,,,,,,,,,
759,"Oct 14, 2025 1:35:14 PM","Oct 14, 2025 1:36:44 PM",Complete,English,1760420109_68ede10d7491d0.58684718,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,155.69.191.66,103.7472992,1.38499999,Singapore,Singapore,0,68,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,6,Compensation package,
760,"Oct 14, 2025 1:35:19 PM","Oct 14, 2025 1:37:36 PM",Complete,English,1760420109_68ede10d634b15.82989744,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1",,210.10.2.193,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,I’m familiar with the organisation and would consider them as a potential employer,Types of roles available,Career progression and development,,,Application and interview process,,,10,Meaningful work impact,
761,"Oct 14, 2025 1:35:15 PM","Oct 14, 2025 2:06:16 PM",Complete,English,1760420111_68ede10f0af811.27941406,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,119.56.108.115,103.8862991,1.369099975,Singapore,Singapore,0,54,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,8,Job security,
762,"Oct 14, 2025 1:35:19 PM","Oct 14, 2025 1:37:12 PM",Complete,English,1760420112_68ede11073e174.42200262,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",,155.69.195.67,103.7610016,1.36559999,Singapore,Singapore,0,66,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,,Work-life balance and culture,,,,7,Meaningful work impact,
763,"Oct 14, 2025 1:35:22 PM","Oct 14, 2025 1:36:38 PM",Complete,English,1760420117_68ede11574b104.30000298,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,155.69.195.67,103.7610016,1.36559999,Singapore,Singapore,0,66,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m not familiar enough with the organisation to form a solid opinion,Types of roles available,Career progression and development,,Work-life balance and culture,,,,5,Career growth opportunities,
764,"Oct 14, 2025 1:35:28 PM","Oct 14, 2025 2:28:45 PM",Complete,English,1760420116_68ede1140abec9.70293715,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.41 Mobile/15E148 Safari/604.1",,119.234.51.75,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,6,Meaningful work impact,
765,"Oct 14, 2025 1:35:26 PM","Oct 14, 2025 1:37:12 PM",Complete,English,1760420110_68ede10e343090.94569691,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",,119.56.99.49,103.8862991,1.369099975,Singapore,Singapore,0,54,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",,Career progression and development,,Work-life balance and culture,Application and interview process,,,6,Job security,
766,"Oct 14, 2025 1:35:28 PM","Oct 14, 2025 1:37:13 PM",Complete,English,1760420120_68ede118166da6.11952736,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.0.1 Mobile/15E148 Safari/604.1",,155.69.195.67,103.7610016,1.36559999,Singapore,Singapore,0,66,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,I’m familiar with the organisation and would consider them as a potential employer,,Career progression and development,Compensation and benefits,Work-life balance and culture,,,,8,Work-life balance,
767,"Oct 14, 2025 1:35:28 PM","Oct 14, 2025 2:17:17 PM",Complete,English,1760420122_68ede11a741f53.00552581,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.69 Mobile/15E148 Safari/604.1",,210.10.6.123,103.8843002,1.305099964,Singapore,Singapore,0,39,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,,Application and interview process,,,8,Career growth opportunities,
768,"Oct 14, 2025 1:35:24 PM","Oct 14, 2025 1:37:53 PM",Complete,English,1760420115_68ede113437bf5.96775117,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36",,119.56.16.171,103.8859024,1.355200052,Singapore,Singapore,0,53,Nanyang Technological University (NTU),Year 2,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I have a general positive impression of the organisation, but don’t know much about what jobs they offer",Types of roles available,Career progression and development,Compensation and benefits,,,,,7,Meaningful work impact,
769,"Oct 14, 2025 1:35:26 PM","Oct 14, 2025 1:37:28 PM",Complete,English,1760420119_68ede1174be658.63821576,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/141.0.7390.69 Mobile/15E148 Safari/604.1",,155.69.191.66,103.7472992,1.38499999,Singapore,Singapore,0,68,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,10,Work-life balance,
770,"Oct 14, 2025 1:35:36 PM","Oct 14, 2025 1:38:14 PM",Complete,English,1760420115_68ede113ba3434.66248921,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Mobile Safari/537.36",,155.69.192.67,103.8554001,1.303599954,Singapore,Singapore,0,18,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Male,"I recognise the organisation by name, but don’t have a clear impression of them",Types of roles available,Career progression and development,,Work-life balance and culture,,,,10,Career growth opportunities,
771,"Oct 14, 2025 1:35:45 PM","Oct 14, 2025 1:35:47 PM",Partial,English,1760420138_68ede12a74e303.65765727,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,155.69.191.66,103.7472992,1.38499999,Singapore,Singapore,0,68,,,,,,,,,,,,,,,,,
772,"Oct 14, 2025 1:35:46 PM","Oct 14, 2025 1:37:14 PM",Complete,English,1760420138_68ede12ab2b059.96684393,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Mobile/15E148 Safari/604.1",,104.28.122.112,-97.8219986,37.75099945,United States,,,,Nanyang Technological University (NTU),Year 1,Bachelor's Degree,Economics,Singaporean/Singapore PR,Female,"I recognise the organisation by name, but don’t have a clear impression of them",,Career progression and development,Compensation and benefits,,Application and interview process,,,5,Job security,
